Maker,Year,Colour,Abuja,Ibadan,Lagos,Brand New,Foreign Used,Nigerian Used,Amount
29,2013,9,0,0,1,0,0,1,16.5
53,2007,8,0,0,1,0,1,0,3.42
34,2008,3,1,0,0,0,1,0,7.5
53,2008,3,0,0,1,0,1,0,12.7
53,2010,2,0,1,0,0,1,0,3.6
28,2005,18,1,0,0,0,0,1,6.19
29,2002,18,1,0,0,0,0,1,3.8
53,2006,3,0,0,1,0,0,1,4.2
34,2014,2,0,0,1,0,1,0,2.0
34,2012,2,0,0,1,0,0,1,2.6
53,2013,17,0,1,0,0,0,1,1.46
29,2008,2,0,0,1,0,1,0,10.55
29,2005,18,0,0,1,0,0,1,5.63
29,2007,8,0,0,1,0,1,0,4.1
25,2013,2,1,0,0,0,0,1,4.75
53,2010,2,0,0,1,0,1,0,3.55
53,2008,18,1,0,0,0,0,1,4.3
29,2008,9,1,0,0,0,0,1,2.7
29,2007,2,0,0,1,0,1,0,13.7
34,2021,22,1,0,0,1,0,0,1.8
3,2004,10,0,0,1,0,0,1,3.3
29,2009,18,0,0,1,0,1,0,3.26
29,2014,22,0,0,1,0,1,0,68.0
29,2005,9,0,1,0,0,1,0,2.14
34,2010,22,0,0,1,0,1,0,4.5
29,2016,2,0,0,1,0,0,1,9.5
34,2013,18,0,0,1,0,1,0,4.85
53,2009,2,0,0,1,0,1,0,7.38
34,2014,9,1,0,0,0,0,1,13.5
53,2007,9,0,0,1,0,1,0,8.41
53,2009,8,0,0,1,0,0,1,3.6
53,2006,22,0,0,1,0,1,0,7.8
53,2015,2,0,0,1,0,0,1,3.0
53,2015,2,0,0,1,0,1,0,2.7
29,2008,18,0,0,1,0,1,0,5.5
29,2008,18,0,0,1,0,1,0,17.8
53,2008,18,0,0,1,0,1,0,19.5
53,2011,17,1,0,0,0,1,0,5.3
14,2010,2,1,0,0,0,0,1,3.68
33,2008,17,0,0,1,0,1,0,3.35
53,2015,9,1,0,0,0,1,0,8.8
29,2008,18,1,0,0,0,1,0,3.8
34,2013,2,1,0,0,0,0,1,4.28
34,2009,2,0,0,1,0,1,0,9.5
53,2008,9,0,0,1,0,1,0,5.8
53,2008,18,1,0,0,0,1,0,5.85
34,2007,9,1,0,0,0,0,1,5.5
53,2020,2,1,0,0,0,0,1,6.8
53,1998,8,0,1,0,0,0,1,3.5
34,2015,22,1,0,0,0,1,0,2.25
34,2016,22,0,0,1,0,1,0,18.5
53,2010,2,0,0,1,0,1,0,0.84
34,2006,17,1,0,0,0,0,1,14.3
3,2007,9,1,0,0,0,1,0,35.5
53,2011,2,0,0,1,0,1,0,4.85
39,2009,2,1,0,0,0,1,0,2.2
53,2008,2,0,0,1,0,1,0,2.8
29,2004,2,0,1,0,0,0,1,5.6
29,2006,18,0,0,1,0,1,0,2.5
34,2011,18,1,0,0,0,0,1,6.5
53,2019,2,1,0,0,0,1,0,1.88
0,2008,22,0,0,1,0,1,0,3.6
53,2009,8,0,1,0,0,1,0,6.5
37,2004,18,0,0,1,0,0,1,35.0
53,2017,9,0,0,1,0,1,0,4.0
29,2004,22,0,0,1,0,1,0,3.5
34,2014,18,0,0,1,0,0,1,2.25
53,2012,2,0,0,1,0,1,0,18.0
53,2007,22,1,0,0,0,1,0,3.5
53,2018,2,0,0,1,0,1,0,9.7
34,2019,22,1,0,0,0,1,0,6.5
29,2011,18,0,0,1,0,1,0,4.8
34,2009,2,1,0,0,0,1,0,12.45
34,2019,22,0,0,1,0,1,0,135.0
53,2020,22,1,0,0,1,0,0,14.8
34,2007,2,1,0,0,0,0,1,4.5
53,2019,17,0,0,1,0,1,0,15.8
29,2007,9,0,1,0,0,1,0,19.7
53,2006,2,1,0,0,0,1,0,2.95
29,2010,3,0,0,1,0,1,0,18.5
29,2005,3,0,0,1,0,1,0,4.5
34,2011,22,1,0,0,0,0,1,2.2
28,2020,8,1,0,0,0,1,0,8.2
37,2008,2,1,0,0,0,0,1,3.94
8,2014,2,1,0,0,0,0,1,4.55
53,2006,9,0,1,0,0,1,0,49.0
34,2006,18,1,0,0,0,0,1,2.85
34,2018,22,0,0,1,0,1,0,5.0
53,2017,22,0,0,1,0,1,0,3.5
17,2010,2,1,0,0,0,0,1,4.0
34,2021,22,1,0,0,1,0,0,42.35
34,2011,9,0,0,1,0,1,0,16.5
34,2021,2,0,0,1,0,1,0,2.65
37,2011,2,0,1,0,0,1,0,200.0
53,2008,2,0,0,1,0,1,0,5.8
53,2009,17,0,0,1,0,1,0,100.0
29,2021,2,1,0,0,0,1,0,3.9
53,2018,18,1,0,0,0,1,0,3.85
29,2011,18,0,0,1,0,1,0,3.5
29,2014,22,0,0,1,0,0,1,47.0
53,2008,2,1,0,0,0,1,0,13.8
17,2004,3,1,0,0,0,1,0,13.5
53,2018,9,0,0,1,0,1,0,12.5
53,2010,10,1,0,0,0,1,0,3.0
29,2007,9,0,0,1,0,1,0,2.65
53,2002,18,0,1,0,0,1,0,15.0
53,2012,17,1,0,0,0,1,0,6.7
34,2017,9,1,0,0,0,1,0,4.4
53,2005,2,0,0,1,0,1,0,1.85
34,2015,2,1,0,0,0,1,0,4.25
53,2014,9,1,0,0,0,1,0,29.99
3,2014,3,1,0,0,0,0,1,4.2
34,2013,2,1,0,0,0,1,0,13.8
29,2008,2,0,0,1,0,1,0,7.9
34,2013,3,0,0,1,0,1,0,14.5
29,2008,3,1,0,0,0,0,1,10.0
53,2014,2,1,0,0,0,1,0,5.6
1,2010,9,0,0,1,0,1,0,13.8
53,2021,9,1,0,0,1,0,0,4.0
29,2010,18,0,0,1,0,1,0,5.5
53,2018,8,1,0,0,0,1,0,6.75
53,2007,10,0,0,1,0,1,0,37.0
53,2019,22,1,0,0,0,1,0,5.5
11,2011,17,0,0,1,0,1,0,15.5
25,2011,18,0,0,1,0,0,1,6.8
29,2005,9,1,0,0,0,0,1,16.0
29,2016,2,0,0,1,0,1,0,4.16
53,2003,18,0,0,1,0,0,1,3.3
53,2020,22,0,0,1,0,1,0,3.3
53,2019,22,1,0,0,0,1,0,22.0
53,2006,10,0,0,1,0,0,1,1.69
29,2007,22,0,0,1,0,1,0,25.45
53,2005,3,0,0,1,0,1,0,17.9
53,2009,9,0,0,1,0,1,0,2.14
29,2015,9,0,0,1,0,1,0,4.1
29,2007,18,1,0,0,0,1,0,3.5
19,2014,2,1,0,0,0,1,0,7.65
29,2013,2,0,0,1,0,1,0,12.7
53,2011,22,1,0,0,0,1,0,5.1
53,2017,2,0,1,0,0,1,0,5.4
34,2013,2,0,0,1,0,1,0,15.5
17,2008,2,1,0,0,0,0,1,8.7
17,2010,9,0,0,1,0,0,1,6.8
53,2008,3,0,1,0,0,1,0,13.5
53,2010,2,1,0,0,0,0,1,1.69
0,2009,18,0,0,1,0,1,0,4.32
16,2010,2,0,1,0,0,0,1,3.7
0,2007,9,0,0,1,0,1,0,14.5
53,2017,18,0,0,1,0,1,0,3.75
53,2014,9,1,0,0,0,0,1,3.5
29,2021,9,0,0,1,0,1,0,3.85
34,2000,18,0,0,1,0,0,1,30.0
0,2012,9,0,0,1,0,1,0,4.65
10,2006,22,1,0,0,0,0,1,45.0
53,2004,22,0,0,1,0,1,0,0.9
53,2014,2,1,0,0,0,1,0,4.6
34,2020,22,1,0,0,0,1,0,1.35
29,2013,2,0,0,1,0,1,0,2.65
19,2016,18,1,0,0,0,1,0,5.5
0,2009,22,0,0,1,0,1,0,47.0
17,2011,9,1,0,0,0,1,0,10.5
53,2015,22,0,0,1,0,1,0,11.5
53,2006,3,1,0,0,0,0,1,4.0
19,2015,2,1,0,0,0,1,0,6.2
53,2013,18,1,0,0,0,1,0,13.5
11,2007,9,0,0,1,0,1,0,3.2
34,2011,22,0,0,1,0,1,0,9.0
25,2012,18,1,0,0,0,0,1,6.3
29,2012,22,0,0,1,0,1,0,2.35
29,2015,2,0,0,1,0,0,1,5.3
17,2018,22,1,0,0,0,0,1,2.81
53,2015,9,0,0,1,0,1,0,17.0
29,2010,2,0,0,1,0,1,0,9.5
29,2015,4,1,0,0,0,1,0,7.5
53,2009,3,0,0,1,0,1,0,10.0
53,2019,22,1,0,0,0,1,0,5.5
34,2013,3,0,0,1,0,1,0,19.48
34,2014,4,0,0,1,0,1,0,4.0
53,2015,10,1,0,0,0,0,1,19.0
3,2005,9,1,0,0,0,1,0,10.8
34,2012,9,1,0,0,0,1,0,12.2
29,2008,17,0,0,1,0,1,0,6.75
29,2005,9,1,0,0,0,0,1,3.0
53,2015,3,0,1,0,0,1,0,9.5
29,2010,2,0,0,1,0,1,0,4.4
34,2009,18,1,0,0,0,1,0,3.5
34,2007,2,1,0,0,0,0,1,6.9
29,2011,18,0,0,1,0,1,0,4.55
34,2014,9,1,0,0,0,1,0,7.5
39,2003,3,1,0,0,0,1,0,5.3
34,2009,2,1,0,0,0,0,1,9.45
37,2012,9,0,0,1,0,1,0,15.0
53,2012,1,0,0,1,0,1,0,2.7
53,2007,22,0,0,1,0,1,0,3.5
29,2005,2,0,0,1,0,0,1,2.98
53,2014,2,0,0,1,0,1,0,9.6
34,2014,2,1,0,0,0,1,0,4.2
34,2009,9,0,0,1,0,1,0,3.05
29,2006,2,0,0,1,0,1,0,27.0
53,2013,2,1,0,0,0,1,0,13.0
34,2008,18,1,0,0,0,0,1,4.65
29,2007,9,0,0,1,0,0,1,3.3
53,2010,3,1,0,0,0,1,0,4.85
29,2021,2,0,0,1,0,1,0,5.5
19,2017,17,0,1,0,0,1,0,3.4
14,2015,2,1,0,0,0,0,1,3.8
34,2008,2,1,0,0,0,1,0,30.0
34,2011,18,0,0,1,0,1,0,7.0
28,2011,2,0,0,1,0,0,1,4.5
34,2008,2,1,0,0,0,0,1,4.5
53,2013,2,0,0,1,0,1,0,8.5
29,2009,8,0,0,1,0,1,0,7.31
53,2019,9,0,0,1,0,1,0,2.3
29,2007,22,0,0,1,0,1,0,12.2
37,2015,17,0,1,0,0,1,0,4.3
34,2017,2,1,0,0,0,1,0,19.5
29,2012,2,0,0,1,0,1,0,
29,2007,18,0,0,1,0,1,0,5.15
53,2018,17,1,0,0,0,1,0,4.15
34,2012,22,1,0,0,0,1,0,19.5
29,2003,1,0,0,1,0,1,0,14.25
28,2019,9,1,0,0,0,1,0,4.1
29,2009,18,0,0,1,0,1,0,10.65
53,2005,9,0,1,0,0,1,0,6.35
53,2011,4,1,0,0,0,0,1,3.3
34,2008,2,1,0,0,0,0,1,60.0
53,2004,10,0,1,0,0,1,0,5.2
3,2009,3,1,0,0,0,1,0,2.6
53,2012,2,0,0,1,0,1,0,5.5
53,2009,22,0,0,1,0,1,0,2.95
53,2018,18,1,0,0,0,0,1,4.6
4,2019,9,1,0,0,1,0,0,9.0
34,2013,2,0,0,1,0,1,0,9.8
29,2010,18,0,0,1,0,1,0,5.95
53,2004,8,0,0,1,0,1,0,5.6
53,2012,9,1,0,0,0,0,1,115.0
53,2004,3,0,0,1,0,1,0,11.0
53,2013,2,0,1,0,0,0,1,5.5
34,2015,3,0,0,1,0,1,0,2.87
28,2002,10,1,0,0,0,0,1,3.55
34,2013,2,1,0,0,0,1,0,4.2
21,2013,9,0,0,1,0,1,0,3.7
53,2009,3,0,0,1,0,1,0,14.5
29,2013,2,0,0,1,0,1,0,3.5
33,2011,17,1,0,0,0,1,0,14.0
34,2012,2,0,0,1,0,1,0,10.13
29,2015,17,0,0,1,0,1,0,3.55
53,2007,3,0,0,1,0,1,0,15.5
14,2012,2,0,0,1,0,1,0,3.2
53,2007,9,1,0,0,0,1,0,5.7
17,2008,18,1,0,0,0,0,1,13.15
29,2019,3,0,0,1,0,1,0,3.95
53,2010,9,1,0,0,0,1,0,5.06
53,2003,2,1,0,0,0,0,1,3.85
53,2013,18,0,0,1,0,1,0,1.5
53,2010,18,0,0,1,0,1,0,36.0
54,2010,2,1,0,0,0,0,1,6.0
37,2010,18,1,0,0,0,1,0,4.1
29,2018,2,0,0,1,0,1,0,13.8
29,2018,9,0,0,1,0,1,0,10.85
37,2008,3,1,0,0,0,1,0,4.5
53,2011,9,1,0,0,0,1,0,2.65
53,2012,18,0,1,0,0,1,0,18.8
28,2016,9,1,0,0,0,1,0,23.5
34,2018,3,0,0,1,0,1,0,1.65
7,2019,2,1,0,0,0,1,0,9.2
29,2004,10,0,1,0,0,1,0,4.5
26,2010,22,0,0,1,0,0,1,15.7
29,2017,2,0,0,1,0,1,0,59.0
17,2008,18,1,0,0,0,0,1,48.0
53,2013,22,1,0,0,0,1,0,3.2
34,2007,2,0,0,1,0,1,0,1.91
8,2006,8,0,0,1,0,1,0,62.0
17,2007,3,0,0,1,0,0,1,2.0
2,2004,2,1,0,0,0,0,1,4.0
53,2001,9,1,0,0,0,0,1,5.1
17,2007,10,1,0,0,0,0,1,1.13
29,2014,9,0,0,1,0,1,0,1.69
34,2015,2,0,0,1,0,1,0,1.6
8,2021,3,1,0,0,1,0,0,3.0
53,2007,9,0,0,1,0,1,0,3.15
37,2008,17,1,0,0,0,0,1,26.0
24,2008,9,1,0,0,0,1,0,24.0
53,2017,9,0,1,0,0,1,0,140.0
54,2007,3,1,0,0,0,0,1,4.0
29,2006,22,1,0,0,0,1,0,2.6
29,2007,18,0,0,1,0,1,0,3.8
53,2004,9,1,0,0,0,0,1,16.5
53,2016,2,1,0,0,0,1,0,2.7
53,2004,18,0,0,1,0,0,1,5.5
34,2011,22,1,0,0,0,0,1,4.16
34,2010,2,1,0,0,0,0,1,2.0
34,2012,2,1,0,0,0,0,1,21.0
53,2012,2,0,0,1,0,1,0,1.58
53,2007,9,0,0,1,0,1,0,4.4
0,2010,2,0,0,1,0,1,0,4.85
53,2009,2,0,0,1,0,1,0,5.5
53,2004,17,1,0,0,0,0,1,6.0
29,2009,22,0,0,1,1,0,0,5.5
53,2004,2,1,0,0,0,0,1,5.2
53,2013,9,0,0,1,0,0,1,8.6
17,2007,9,1,0,0,0,0,1,1.9
34,2009,22,0,0,1,0,1,0,4.7
29,2018,8,1,0,0,0,1,0,1.25
53,2014,22,1,0,0,0,0,1,4.05
29,2018,2,1,0,0,0,0,1,1.6
24,2006,9,1,0,0,0,1,0,5.3
29,2008,9,1,0,0,0,0,1,19.0
53,2009,1,0,1,0,0,0,1,9.0
29,2008,9,0,0,1,0,1,0,21.0
53,2006,3,0,0,1,0,1,0,2.5
34,2013,2,0,0,1,0,1,0,3.44
53,2008,22,0,0,1,0,1,0,8.9
53,2017,9,0,0,1,0,1,0,4.3
34,2015,22,0,0,1,0,1,0,7.8
3,2010,2,1,0,0,0,1,0,11.0
53,2005,9,0,0,1,0,0,1,6.0
0,2008,2,0,0,1,0,1,0,18.0
33,2007,2,0,1,0,0,0,1,13.5
39,2016,18,1,0,0,0,1,0,9.0
17,2007,8,0,0,1,0,1,0,2.36
19,2011,2,1,0,0,0,1,0,3.9
29,2015,22,0,0,1,0,1,0,1.35
34,2015,2,1,0,0,0,1,0,8.9
29,2008,22,0,1,0,0,1,0,2.9
29,2005,2,0,0,1,0,1,0,4.9
29,2019,2,0,0,1,0,1,0,13.0
29,2005,18,0,0,1,0,1,0,12.5
17,2013,9,1,0,0,0,0,1,4.1
53,2007,18,0,0,1,0,0,1,3.2
53,2009,9,0,0,1,0,1,0,28.5
17,2007,18,1,0,0,0,1,0,5.15
34,2010,22,0,0,1,0,1,0,4.3
53,2008,2,1,0,0,0,0,1,2.7
34,2017,18,0,0,1,0,1,0,3.99
53,2017,9,0,0,1,0,1,0,3.2
29,2005,10,1,0,0,0,0,1,6.39
29,2009,18,0,1,0,0,1,0,3.9
29,2017,3,0,0,1,0,1,0,34.8
53,2004,9,1,0,0,0,1,0,19.5
53,2006,9,1,0,0,0,0,1,2.9
34,2014,2,1,0,0,0,1,0,5.95
29,2010,9,1,0,0,0,0,1,21.0
53,2010,18,0,0,1,0,1,0,3.71
29,2008,18,0,0,1,0,1,0,2.1
53,2019,22,1,0,0,1,0,0,10.2
1,2010,2,1,0,0,0,1,0,7.5
29,2006,18,0,0,1,0,1,0,7.35
53,2008,22,0,0,1,0,1,0,4.5
34,2014,3,1,0,0,0,0,1,20.0
53,2008,9,0,0,1,0,1,0,26.0
53,2015,9,0,0,1,0,1,0,3.38
29,2010,18,0,0,1,0,1,0,7.0
53,2007,2,0,0,1,0,0,1,8.0
29,2012,18,0,0,1,0,1,0,3.5
53,2007,18,0,0,1,0,0,1,11.95
53,2008,17,1,0,0,0,0,1,5.0
53,2010,3,0,1,0,0,1,0,7.31
53,2009,9,0,1,0,0,1,0,16.5
34,2020,9,1,0,0,0,1,0,1.91
17,2005,9,1,0,0,0,1,0,4.5
3,2015,9,1,0,0,0,0,1,5.3
17,2005,2,1,0,0,0,0,1,3.83
29,2017,2,0,0,1,0,1,0,45.0
54,2010,8,1,0,0,0,1,0,1.3
53,2014,5,0,0,1,0,1,0,16.5
29,2006,2,0,1,0,0,0,1,1.35
53,2007,2,0,0,1,0,0,1,54.5
37,2005,10,0,1,0,0,0,1,5.5
29,2008,2,1,0,0,0,1,0,13.25
53,2005,8,1,0,0,0,0,1,2.15
29,2007,18,0,0,1,0,0,1,2.75
53,2009,2,1,0,0,0,0,1,1.46
34,2008,18,0,0,1,0,1,0,4.5
17,2000,9,0,0,1,0,0,1,1.7
53,2013,9,0,0,1,0,0,1,3.48
25,2013,9,1,0,0,0,1,0,2.25
53,2020,2,0,0,1,1,0,0,5.2
29,2008,9,1,0,0,0,1,0,1.13
53,2013,17,1,0,0,0,1,0,4.84
29,2006,22,0,0,1,0,1,0,4.8
53,2010,3,0,0,1,0,1,0,28.5
39,2002,5,1,0,0,0,0,1,4.5
34,2016,9,1,0,0,0,1,0,5.2
53,2006,9,1,0,0,0,0,1,4.35
53,2010,9,1,0,0,0,0,1,7.3
53,2007,2,0,0,1,0,1,0,1.4
34,2013,22,0,0,1,0,1,0,17.5
53,2020,17,1,0,0,1,0,0,2.35
53,2015,9,0,0,1,0,1,0,4.7
53,2010,3,0,0,1,0,1,0,7.5
29,2006,18,0,0,1,0,1,0,15.5
25,2011,9,0,0,1,0,0,1,20.5
17,2010,4,0,0,1,0,0,1,11.0
53,2017,4,0,1,0,0,1,0,5.8
29,2012,2,0,0,1,0,1,0,4.9
8,2010,23,1,0,0,0,1,0,1.46
53,2014,2,1,0,0,0,1,0,2.48
53,2010,18,1,0,0,0,1,0,7.88
29,2019,9,1,0,0,0,1,0,6.5
34,2013,22,1,0,0,0,1,0,6.9
46,2008,3,0,0,1,0,0,1,5.4
53,2014,22,0,0,1,0,1,0,6.2
29,2009,9,0,0,1,0,1,0,24.0
27,2021,13,1,0,0,1,0,0,8.0
19,2014,2,1,0,0,0,0,1,1.13
17,2004,16,0,1,0,0,0,1,9.8
34,2008,3,1,0,0,0,0,1,4.4
53,2007,17,0,0,1,0,1,0,295.0
0,2012,2,1,0,0,0,1,0,3.3
53,2020,2,1,0,0,0,1,0,0.68
34,2009,22,1,0,0,0,1,0,3.86
29,2012,2,1,0,0,0,1,0,4.1
53,2011,17,0,0,1,0,1,0,4.3
53,2004,22,1,0,0,0,0,1,20.0
34,2010,2,1,0,0,0,0,1,4.4
29,2015,2,0,0,1,0,1,0,9.5
29,2017,2,0,0,1,0,1,0,7.0
34,2019,18,0,0,1,0,1,0,3.5
53,2002,2,0,0,1,0,0,1,4.2
34,2010,2,1,0,0,0,1,0,5.0
53,2007,18,1,0,0,0,1,0,21.5
17,1996,10,0,0,1,0,0,1,46.0
53,2017,3,0,0,1,0,1,0,1.69
53,2022,22,1,0,0,1,0,0,4.2
53,2014,10,0,1,0,0,1,0,3.1
17,2007,3,1,0,0,0,1,0,0.79
53,2000,18,1,0,0,0,0,1,19.5
24,2013,3,1,0,0,0,1,0,80.0
17,2010,3,1,0,0,0,0,1,4.98
29,2016,3,1,0,0,0,1,0,3.95
53,2011,4,1,0,0,0,1,0,1.9
53,2011,17,0,0,1,0,1,0,13.5
34,2014,2,1,0,0,0,0,1,2.68
34,2001,2,1,0,0,0,0,1,18.5
34,2011,2,0,0,1,0,1,0,7.8
29,2013,2,0,0,1,0,0,1,4.5
14,2005,2,1,0,0,0,0,1,8.0
53,2008,2,1,0,0,0,1,0,1.1
53,2012,2,0,0,1,0,1,0,7.9
53,2017,16,1,0,0,0,1,0,11.8
29,2016,2,0,0,1,0,1,0,0.62
29,2011,2,0,0,1,0,1,0,6.85
29,2001,18,0,1,0,0,0,1,5.5
39,2005,10,1,0,0,0,1,0,9.7
53,2005,18,1,0,0,0,0,1,28.55
34,2015,22,1,0,0,1,0,0,6.7
29,2007,22,0,0,1,0,1,0,1.69
53,2008,22,0,0,1,0,1,0,1.75
29,2020,2,1,0,0,1,0,0,2.55
39,2005,18,1,0,0,0,0,1,95.0
53,2018,2,1,0,0,0,1,0,4.9
29,2010,17,0,0,1,0,1,0,5.6
53,2007,10,0,0,1,0,0,1,67.5
17,2021,2,0,0,1,0,1,0,1.2
53,2019,2,1,0,0,1,0,0,16.8
29,2010,22,0,0,1,0,1,0,9.8
19,2007,22,0,0,1,0,1,0,2.7
35,2011,2,1,0,0,0,1,0,16.31
29,2012,9,1,0,0,0,0,1,26.0
29,2008,3,0,0,1,0,1,0,
52,2008,22,0,0,1,0,1,0,9.0
34,2011,22,1,0,0,0,1,0,3.04
29,2009,9,0,0,1,0,1,0,8.5
53,2013,2,0,0,1,0,1,0,8.2
34,2012,18,0,0,1,0,1,0,4.35
14,2008,2,1,0,0,0,1,0,19.13
53,2006,18,0,0,1,0,1,0,5.3
34,2016,2,0,0,1,0,1,0,4.2
23,2001,22,0,0,1,0,1,0,5.75
29,2013,5,0,0,1,0,0,1,12.8
29,2010,9,0,0,1,0,1,0,6.5
29,2011,22,0,0,1,0,1,0,8.4
53,2021,22,1,0,0,1,0,0,13.5
53,2010,8,0,0,1,0,1,0,3.68
53,2005,17,0,0,1,0,0,1,10.0
53,2015,1,1,0,0,0,1,0,8.8
0,2008,9,0,0,1,0,1,0,5.7
17,2005,18,1,0,0,0,0,1,28.5
34,2008,2,1,0,0,0,1,0,3.85
29,2008,9,1,0,0,0,1,0,1.69
29,2012,18,0,0,1,0,1,0,4.8
0,2008,18,0,0,1,0,1,0,3.9
29,2009,4,0,0,1,0,1,0,2.03
53,2004,18,0,1,0,0,1,0,4.8
28,2018,2,0,0,1,0,1,0,5.9
53,2018,9,1,0,0,0,1,0,5.65
53,2004,10,1,0,0,0,0,1,4.15
29,2005,1,0,1,0,0,1,0,5.9
37,2001,9,0,0,1,0,0,1,4.95
34,2016,17,0,0,1,0,0,1,58.0
34,2013,2,0,0,1,0,1,0,15.7
13,2019,22,0,0,1,0,1,0,1.6
29,2008,2,0,0,1,0,1,0,5.51
29,2016,2,1,0,0,0,0,1,0.96
29,2011,22,0,0,1,0,1,0,9.0
14,2012,11,0,0,1,0,0,1,11.5
24,2005,9,1,0,0,0,0,1,12.5
34,2017,3,0,0,1,0,1,0,4.5
53,2013,2,0,0,1,0,1,0,12.0
53,2004,10,1,0,0,0,0,1,9.0
29,2008,3,0,0,1,0,1,0,2.25
3,2011,18,1,0,0,0,1,0,1.6
29,2008,18,0,0,1,0,1,0,15.6
34,2011,2,0,0,1,0,1,0,13.0
53,2005,9,0,0,1,0,1,0,1.8
34,2008,8,1,0,0,0,0,1,3.99
17,2013,2,1,0,0,0,1,0,2.95
29,2013,2,0,0,1,0,1,0,3.9
28,2012,17,1,0,0,0,0,1,7.8
34,2012,18,0,0,1,0,1,0,3.6
53,2014,2,1,0,0,0,1,0,3.75
34,2016,2,1,0,0,0,1,0,5.3
34,2015,9,1,0,0,0,1,0,11.0
53,2021,22,1,0,0,0,1,0,7.5
19,2016,9,0,0,1,0,1,0,9.85
53,2016,2,1,0,0,0,1,0,5.5
34,2011,18,0,0,1,0,1,0,37.0
25,2010,9,0,0,1,0,1,0,11.3
29,2008,22,0,0,1,0,1,0,30.0
29,2018,22,0,0,1,0,1,0,8.3
39,2006,3,1,0,0,0,1,0,6.3
28,2007,2,1,0,0,0,0,1,6.85
53,2018,22,1,0,0,0,1,0,2.4
53,2010,2,0,0,1,0,1,0,4.5
34,2013,2,0,0,1,0,1,0,22.5
29,2018,9,0,0,1,0,1,0,1.8
53,2014,2,0,0,1,0,1,0,3.7
0,2008,18,0,0,1,0,1,0,12.5
3,2006,2,0,0,1,0,1,0,13.0
25,2017,22,0,0,1,0,1,0,9.9
29,2004,2,1,0,0,0,0,1,23.5
29,2018,2,1,0,0,0,1,0,8.5
53,2011,18,0,0,1,0,1,0,3.9
19,2011,9,0,1,0,0,1,0,2.81
53,2004,18,1,0,0,0,1,0,6.75
53,2012,2,0,0,1,0,1,0,3.4
0,2008,9,1,0,0,0,1,0,16.85
53,2007,2,0,0,1,0,0,1,4.83
17,2005,22,0,0,1,0,1,0,3.95
29,2019,22,0,0,1,0,1,0,2.6
3,2013,9,1,0,0,0,1,0,5.75
19,2015,18,0,0,1,0,0,1,3.2
0,2011,18,0,0,1,0,1,0,2.81
21,2012,2,1,0,0,0,0,1,2.36
0,2009,18,0,0,1,0,1,0,23.5
29,2009,2,1,0,0,0,0,1,13.5
28,2009,18,1,0,0,0,0,1,7.09
34,2010,2,1,0,0,0,1,0,6.3
34,2012,2,1,0,0,0,0,1,9.7
53,2005,3,0,1,0,0,1,0,4.3
53,2007,3,1,0,0,0,0,1,3.4
0,2013,18,0,1,0,0,0,1,2.1
53,1998,22,0,1,0,0,0,1,9.8
53,2006,5,1,0,0,0,1,0,8.0
34,2010,2,1,0,0,0,1,0,3.2
34,2012,18,0,0,1,0,1,0,2.75
53,2007,18,0,0,1,0,1,0,4.35
53,2018,13,0,0,1,0,1,0,0.69
53,2009,9,0,1,0,0,1,0,3.7
53,2006,2,0,1,0,0,1,0,5.8
53,1992,3,0,1,0,0,0,1,12.5
34,2016,18,1,0,0,0,1,0,7.5
53,2014,2,0,0,1,0,1,0,19.45
29,2005,22,0,0,1,0,1,0,3.2
53,2013,2,1,0,0,0,0,1,6.58
29,2017,2,0,0,1,0,1,0,0.7
53,2019,9,0,0,1,0,1,0,25.0
53,2018,2,1,0,0,0,1,0,11.5
34,2001,2,0,0,1,0,0,1,3.05
34,2014,22,1,0,0,0,1,0,4.35
17,2003,2,0,0,1,0,0,1,16.9
29,2013,17,1,0,0,0,1,0,21.0
34,2008,2,0,0,1,0,0,1,12.5
53,2003,18,0,1,0,0,1,0,1.35
53,2014,9,1,0,0,0,1,0,11.5
53,2014,9,1,0,0,0,1,0,1.2
53,2015,9,1,0,0,0,1,0,9.9
29,2008,18,0,0,1,0,1,0,3.15
29,2011,18,0,0,1,0,1,0,2.63
53,2000,9,0,0,1,0,0,1,8.5
34,2015,3,0,0,1,0,1,0,8.0
53,2009,8,1,0,0,0,0,1,6.7
53,2015,18,1,0,0,0,0,1,4.5
29,2011,22,0,0,1,0,1,0,5.6
29,2012,2,0,0,1,0,1,0,0.79
17,2018,2,1,0,0,0,1,0,13.0
29,2014,22,0,0,1,0,0,1,2.25
34,2007,18,1,0,0,0,1,0,4.15
34,2008,18,1,0,0,0,0,1,9.5
53,2014,22,0,0,1,0,1,0,15.5
29,2008,9,1,0,0,0,1,0,14.0
24,2010,3,1,0,0,0,1,0,9.0
29,2003,3,0,0,1,0,1,0,6.9
53,2010,18,0,1,0,0,1,0,2.8
53,2001,18,0,1,0,0,0,1,12.0
34,2017,3,0,0,1,0,1,0,5.6
53,2011,9,1,0,0,0,1,0,5.8
53,2011,2,0,0,1,0,1,0,3.2
29,2008,8,0,0,1,0,1,0,4.0
39,2015,22,1,0,0,0,0,1,1.69
40,2010,22,1,0,0,0,0,1,38.0
53,2009,2,1,0,0,0,0,1,10.5
53,2010,18,0,1,0,0,0,1,5.06
29,2015,2,0,0,1,0,0,1,5.25
53,2012,2,0,0,1,0,1,0,5.85
