VehicleID,Maker,Model,Year,Colour,Distance,Abuja,Ibadan,Lagos,Brand New,Foreign Used,Nigerian Used,Scaled_Distance,Log_Distance,box_cos_distance,Amount (Million Naira)
VHL18815,53,407,2003,18,259454.0,0,0,1,0,0,1,1.7447546778349081,12.466334701905794,1.8272435051860223,1.69
VHL10812,53,1242,2020,22,10000.0,0,0,1,0,1,0,-1.0090928001640072,9.210340371976184,-1.9481125635749963,25.45
VHL13160,53,351,2019,22,14000.0,1,0,0,0,1,0,-0.9649347994424486,9.546812608597396,-1.7402880751876748,17.9
VHL14152,53,407,2006,10,60872.0,0,0,1,0,0,1,-0.44749134698722576,11.01652857785636,-0.4360210731498846,2.14
VHL15379,29,731,2007,22,95000.0,0,0,1,0,1,0,-0.07073528483088842,11.461632170582678,0.129267466861512,4.1
VHL16730,53,52,2005,3,150000.0,0,0,1,0,1,0,0.5364372250905414,11.918390573078392,0.8200560947959342,3.5
VHL10049,53,1159,2009,9,98757.0,0,0,1,0,1,0,-0.02925988265316457,11.500417566327018,0.18329628878470844,7.65
VHL13001,29,1030,2015,9,61000.0,0,0,1,0,1,0,-0.4460782909641359,11.018629143155449,-0.4335755937040015,12.7
VHL16818,29,1040,2007,18,45214.0,1,0,0,0,1,0,-0.6203478408117666,10.719162052375765,-0.7628970637150152,5.1
VHL14536,19,497,2014,2,76863.12406015038,1,0,0,0,1,0,-0.27095733004056266,11.24978150940457,-0.15194420959697513,5.4
VHL16197,29,1048,2013,2,37662.0,0,0,1,0,1,0,-0.7037181461740691,10.536406907545587,-0.9458952061647452,15.5
VHL11699,53,680,2011,22,58666.0,1,0,0,0,1,0,-0.4718444843851653,10.979615621651249,-0.4786721901141292,8.7
VHL18182,53,407,2017,2,96000.0,0,1,0,0,1,0,-0.05969578465049878,11.472103470449973,0.14377433524861907,6.8
VHL10221,34,852,2013,2,13120.0,0,0,1,0,1,0,-0.9746495596011915,9.48189306249808,-1.7825215912369503,13.5
VHL11256,17,138,2008,2,285709.0,1,0,0,0,0,1,2.0345967550710378,12.562729089297779,2.0276018768296926,1.69
VHL14038,17,151,2010,9,113850.0,0,0,1,0,0,1,0.13735929356945614,11.642637071491885,0.3884997125122752,4.32
VHL19529,53,878,2008,3,142658.0,0,1,0,0,1,0,0.45538521476612065,11.86820543638706,0.738048112497791,3.7
VHL16911,53,805,2010,2,112789.0,1,0,0,0,0,1,0.12564638387806276,11.633274095560436,0.37464000088537514,14.5
VHL10965,0,865,2009,18,63214.0,0,0,1,0,1,0,-0.4216368375647533,11.054281074590582,-0.3917648161180044,3.75
VHL18010,16,1271,2010,2,177412.0,0,1,0,0,0,1,0.8390520040353819,12.086229990312836,1.1061932438777917,3.5
VHL13869,0,865,2007,9,75000.0,0,0,1,0,1,0,-0.2915252884386811,11.225243392518447,-0.18305070303015777,3.85
VHL11474,53,1289,2017,18,3445.0,0,0,1,0,1,0,-1.0814567238464612,8.144679183447758,-2.4530712872075067,30.0
VHL13272,53,407,2014,9,76863.12406015038,1,0,0,0,0,1,-0.27095733004056266,11.24978150940457,-0.15194420959697513,4.65
VHL10397,29,624,2021,9,8676.141025641025,0,0,1,0,1,0,-1.0237075415502535,9.068332126498964,-2.0280190513151566,45.0
VHL12888,34,274,2000,18,410381.0,0,0,1,0,0,1,3.410913321560574,12.924841275470694,2.850747581653079,0.9
VHL10763,0,1235,2012,9,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,4.6
VHL18908,10,229,2006,22,362319.0,1,0,0,0,0,1,2.8803328638906875,12.800280318235119,2.554487379486019,1.35
VHL16564,53,437,2004,22,50000.0,0,0,1,0,1,0,-0.5675127929484218,10.819778284410283,-0.656481415121105,2.65
VHL12031,53,407,2014,2,41421.0,1,0,0,0,1,0,-0.6622206649959845,10.631543277584262,-0.8522487499423289,5.5
VHL11739,34,275,2020,22,13171.0,1,0,0,0,1,0,-0.9740865450919917,9.485772721999046,-1.7800273855865079,47.0
VHL13875,29,1044,2013,2,45000.0,0,0,1,0,1,0,-0.62271029385037,10.714417768752456,-0.7678131880315625,10.5
VHL14895,19,1284,2016,18,56000.0,1,0,0,0,1,0,-0.5012757918660841,10.933106969717286,-0.5315500791922738,11.5
VHL12374,0,866,2009,22,113781.62318840579,0,0,1,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,4.0
VHL10743,17,150,2011,9,60000.0,1,0,0,0,1,0,-0.45711779114452555,11.002099841204238,-0.45276537496738684,6.2
VHL19337,53,659,2015,22,63088.0,0,0,1,0,1,0,-0.42302781458748234,11.052285856117408,-0.39411998350414995,13.5
VHL18747,53,674,2006,3,38000.0,1,0,0,0,0,1,-0.6999867951130975,10.545341438708522,-0.9372466209002948,3.2
VHL12545,19,1204,2015,2,45000.0,1,0,0,0,1,0,-0.62271029385037,10.714417768752456,-0.7678131880315625,9.0
VHL17336,53,979,2013,18,46000.0,1,0,0,0,1,0,-0.6116707936699803,10.736396675471232,-0.7449620153989046,6.3
VHL16061,11,313,2007,9,97300.0,0,0,1,0,1,0,-0.045344434415992264,11.485554268174097,0.16249548340997155,2.35
VHL11603,34,252,2011,22,94903.33950617284,0,0,1,0,1,0,-0.07180236836992994,11.46061417371726,0.12786027506105396,5.3
VHL12302,25,916,2012,18,256389.0,1,0,0,0,0,1,1.710918609782014,12.454451101392278,1.803056847594995,2.81
VHL14018,29,624,2012,22,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,17.0
VHL19395,29,484,2015,2,67361.31967213115,0,0,1,0,0,1,-0.3758525012961279,11.117826240056415,-0.3157960856466982,9.5
VHL12412,17,121,2018,22,45123.0,1,0,0,0,0,1,-0.6213524353281821,10.717147373323323,-0.7649858187785306,7.5
VHL16397,53,979,2015,9,67361.31967213115,0,0,1,0,1,0,-0.3758525012961279,11.117826240056415,-0.3157960856466982,10.0
VHL16905,29,481,2010,2,95882.0,0,0,1,0,1,0,-0.06099844567178476,11.470873547738359,0.1420673587561223,5.5
VHL10913,29,625,2015,4,45382.0,1,0,0,0,1,0,-0.6184932047814612,10.722870829641215,-0.7590476587350868,19.48
VHL10549,53,317,2009,3,102850.0,0,0,1,0,1,0,0.015924791585170194,11.541026895081103,0.24074209420077639,4.0
VHL14163,53,712,2019,22,25227.95348837209,1,0,0,0,1,0,-0.8409838048821585,10.135707924130823,-1.3045595246172752,19.0
VHL12125,34,595,2013,3,90549.53316326531,0,0,1,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,10.8
VHL10353,34,595,2014,4,76863.12406015038,0,0,1,0,1,0,-0.27095733004056266,11.24978150940457,-0.15194420959697513,12.2
VHL15803,53,317,2015,10,54895.0,1,0,0,0,0,1,-0.5134744395654146,10.913177548668832,-0.5539189823863974,6.75
VHL17350,3,1362,2005,9,159236.51184834124,1,0,0,0,1,0,0.6384036993064754,11.978145871877734,0.9198038588109355,3.0
VHL14561,34,275,2012,9,41527.0,1,0,0,0,1,0,-0.6610504779768632,10.634099097078431,-0.8496850714287589,9.5
VHL10911,29,481,2008,17,124000.0,0,0,1,0,1,0,0.24941022040041091,11.728036844587175,0.5172604371691757,4.4
VHL10230,29,1035,2005,9,75112.0,1,0,0,0,0,1,-0.2902888644184774,11.226735611938384,-0.18116747296467348,3.5
VHL16866,53,317,2015,3,28381.0,0,1,0,0,1,0,-0.8061757473482654,10.253475186175006,-1.2048560809617015,6.9
VHL14391,29,473,2010,2,110315.0,0,0,1,0,1,0,0.0983346604317788,11.611095188742471,0.3420090491576743,4.55
VHL11671,34,593,2009,18,195327.0,1,0,0,0,1,0,1.0368246497670621,12.182430356157205,1.2787786108077792,7.5
VHL15836,34,1117,2007,2,80000.0,1,0,0,0,0,1,-0.2363277875367329,11.289781913656018,-0.10059866373460233,5.3
VHL16300,29,1040,2011,18,50000.0,0,0,1,0,1,0,-0.5675127929484218,10.819778284410283,-0.656481415121105,9.45
VHL16246,34,842,2014,9,12202.0,1,0,0,0,1,0,-0.9847838207667892,9.409355151711798,-1.8284724220476702,15.0
VHL19328,39,63,2003,3,120000.0,1,0,0,0,1,0,0.20525221967885238,11.695247021764184,0.46731774990237823,2.7
VHL19129,34,252,2009,2,113781.62318840579,1,0,0,0,0,1,0.13660444774552744,11.642036304228593,0.3876089068614591,3.5
VHL16197,37,178,2012,9,231839.0,0,0,1,0,1,0,1.4398988803534485,12.353798444225676,1.602600856455243,2.98
VHL18808,53,1246,2012,1,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,9.6
VHL11053,53,1007,2007,22,143493.8402366864,0,0,1,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,4.2
VHL15584,29,1136,2005,2,98000.0,0,0,1,0,0,1,-0.03761678428971952,11.49272275765271,0.17251265787094003,3.05
VHL17686,53,1289,2014,2,24457.0,0,0,1,0,1,0,-0.8494947460561142,10.10467175249591,-1.3300870410230126,27.0
VHL11737,34,466,2014,2,76863.12406015038,1,0,0,0,1,0,-0.27095733004056266,11.24978150940457,-0.15194420959697513,13.0
VHL16140,34,252,2009,9,74141.0,0,0,1,0,1,0,-0.30100821909363573,11.213723964609445,-0.19755204003026391,4.65
VHL10268,29,473,2006,2,144341.046692607,0,0,1,0,1,0,0.47396520903275974,11.879934158176853,0.7570716879941132,3.3
VHL14023,53,317,2013,2,89546.0,1,0,0,0,1,0,-0.13094471881473346,11.402507738707861,0.048451307220244266,4.85
VHL11645,34,1128,2008,18,56987.0,1,0,0,0,0,1,-0.4903798051880395,10.95057845062929,-0.5117974990312943,5.5
VHL14516,29,481,2007,9,143493.8402366864,0,0,1,0,0,1,0.46461247320979715,11.874047388080616,0.7475127553775808,3.4
VHL16633,53,317,2010,3,140796.0,1,0,0,0,1,0,0.43482966543023516,11.855067313211624,0.7168408658066202,3.8
VHL14480,29,1042,2021,2,26000.0,0,0,1,0,1,0,-0.832460797277773,10.165851817003619,-1.279470538008425,30.0
VHL13499,19,1204,2017,17,48387.0,0,1,0,0,1,0,-0.5853195067393904,10.786986461585292,-0.6916197012619277,7.0
VHL17330,14,525,2015,2,67361.31967213115,1,0,0,0,0,1,-0.3758525012961279,11.117826240056415,-0.3157960856466982,4.5
VHL12477,34,252,2008,2,90000.0,1,0,0,0,1,0,-0.1259327857328366,11.407564949312402,0.05529179912853569,4.5
VHL13916,34,580,2011,18,50000.0,0,0,1,0,1,0,-0.5675127929484218,10.819778284410283,-0.656481415121105,8.5
VHL19774,28,1105,2011,2,7842.0,0,0,1,0,0,1,-1.0329160415532879,8.967249182852276,-2.0822793638583463,7.31
VHL11271,34,583,2008,2,98569.0,1,0,0,0,0,1,-0.03133530868707782,11.498512089533456,0.18062292893505164,2.3
VHL11067,53,1310,2013,2,90549.53316326531,0,0,1,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,12.2
VHL18127,29,481,2009,8,113781.62318840579,0,0,1,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,4.3
VHL11996,53,1020,2019,9,800.0,0,0,1,0,1,0,-1.1106562018235917,6.684611727667927,-2.8800030688597738,19.5
VHL16422,8,513,2011,18,197188.0,1,0,0,0,1,0,1.0573691596027672,12.19191286737214,1.2961410481185667,5.65
VHL15015,29,1040,2007,22,108576.0,0,0,1,0,1,0,0.07913696961808123,11.595205667583956,0.3188031025931559,5.15
VHL17242,37,1155,2015,17,120000.0,0,1,0,0,1,0,0.20525221967885238,11.695247021764184,0.46731774990237823,4.15
VHL16032,34,464,2017,2,25000.0,1,0,0,0,1,0,-0.8435002974581627,10.126631103850338,-1.312057049676319,19.5
VHL13802,29,624,2012,2,115202.0,0,0,1,0,1,0,0.15228469781334292,11.654442388204338,0.4060465043613827,14.25
VHL11939,29,731,2007,18,75000.0,0,0,1,0,1,0,-0.2915252884386811,11.225243392518447,-0.18305070303015777,4.1
VHL11087,53,317,2018,17,36525.0,1,0,0,0,1,0,-0.7162700578791722,10.5057522366189,-0.9753424032729843,10.65
VHL12555,34,252,2012,22,99934.25974025975,1,0,0,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,6.35
VHL11724,29,1030,2003,1,87416.0,0,0,1,0,1,0,-0.15445885419896338,11.378433611250582,0.016071129274125347,3.3
VHL19020,28,1085,2019,9,19852.0,1,0,0,0,1,0,-0.9003316443868085,9.89606003670733,-1.4939372263236426,60.0
VHL17344,29,1030,2009,18,113781.62318840579,0,0,1,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,5.2
VHL16495,53,317,2005,9,87000.0,0,1,0,0,1,0,-0.15905128627400547,11.37366339763672,0.009690845421818823,2.6
VHL18845,53,1316,2011,4,94903.33950617284,1,0,0,0,0,1,-0.07180236836992994,11.46061417371726,0.12786027506105396,5.5
VHL18982,34,1128,2008,2,121487.4181459566,1,0,0,0,0,1,0.2216725725694551,11.70756598204635,0.48600663384708825,2.95
VHL14818,53,689,2004,10,142189.0,0,1,0,0,1,0,0.45020768918151793,11.86491243752231,0.7327224971266547,4.6
VHL14330,3,31,2009,3,113781.62318840579,1,0,0,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,9.0
VHL19058,53,659,2012,2,99934.25974025975,0,0,1,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,9.8
VHL14021,53,42,2009,22,86452.0,0,0,1,0,1,0,-0.165100932372859,11.36734462560381,0.0012574466352464567,5.95
VHL14694,53,426,2018,18,41800.44,1,0,0,0,0,1,-0.6580318370475374,10.640662144773236,-0.8430902098691755,5.6
VHL18947,4,227,2019,9,2000.0,1,0,0,1,0,0,-1.0974088016071242,7.600902459542082,-2.640775898826431,115.0
VHL13118,34,595,2013,2,90549.53316326531,0,0,1,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,11.0
VHL18111,29,481,2010,18,98000.0,0,0,1,0,1,0,-0.03761678428971952,11.49272275765271,0.17251265787094003,5.5
VHL18080,53,1165,2004,8,298063.0,0,0,1,0,1,0,2.1709787402995713,12.605060152539698,2.1179787812435515,2.87
VHL19521,53,317,2012,9,99934.25974025975,1,0,0,0,0,1,-0.016263523538201655,11.512267846188987,0.19996642716431118,3.55
VHL15367,53,1289,2004,3,183420.56953642383,0,0,1,0,1,0,0.9053836085166165,12.119536989202564,1.1652205692105644,4.2
VHL19954,53,317,2013,2,90549.53316326531,0,1,0,0,0,1,-0.1198662142778391,11.413652307729691,0.06354347462531215,3.7
VHL11281,34,842,2015,3,50000.0,0,0,1,0,1,0,-0.5675127929484218,10.819778284410283,-0.656481415121105,14.5
VHL12116,28,1106,2002,10,163510.14285714287,1,0,0,0,0,1,0.6855824495990598,12.004630303218807,0.9647569887658101,3.5
VHL11085,34,846,2013,2,90549.53316326531,1,0,0,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,14.0
VHL14024,21,748,2013,9,262159.0,0,0,1,0,1,0,1.7746165258228621,12.476706468900971,1.848444269550868,10.13
VHL14752,53,317,2009,3,113781.62318840579,0,0,1,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,3.55
VHL17703,29,628,2013,2,43739.0,0,0,1,0,1,0,-0.6366311035778414,10.685995431600869,-0.7970766535292825,15.5
VHL10399,33,12,2011,17,50000.0,1,0,0,0,1,0,-0.5675127929484218,10.819778284410283,-0.656481415121105,3.2
VHL13442,34,250,2012,2,165012.0,0,0,1,0,1,0,0.7021622017985505,12.013773477510945,0.9803834226540895,5.7
VHL14848,29,1044,2015,17,63691.0,0,0,1,0,1,0,-0.4163709959787074,11.061798544294122,-0.38287479283838216,13.15
VHL19611,53,317,2007,3,78646.0,0,0,1,0,1,0,-0.25127527078098044,11.272712048960424,-0.12260727973039146,3.95
VHL16334,14,492,2012,2,201267.0,0,0,1,0,1,0,1.1023992808385765,12.212387663762936,1.333848429351594,5.06
VHL10526,53,659,2007,9,143493.8402366864,1,0,0,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,3.85
VHL12103,17,380,2008,18,121487.4181459566,1,0,0,0,0,1,0.2216725725694551,11.70756598204635,0.48600663384708825,1.5
VHL17622,29,626,2019,3,56000.0,0,0,1,0,1,0,-0.5012757918660841,10.933106969717286,-0.5315500791922738,36.0
VHL12354,53,1308,2010,9,34521.0,1,0,0,0,1,0,-0.738393216240673,10.449323113491568,-1.028643410214899,6.0
VHL10347,53,784,2003,2,180236.37209302327,1,0,0,0,0,1,0.8702316602657998,12.102024446702393,1.1340896106185363,4.1
VHL11689,53,1159,2013,18,90549.53316326531,0,0,1,0,1,0,-0.1198662142778391,11.413652307729691,0.06354347462531215,13.8
VHL11801,53,1159,2010,18,63275.0,0,0,1,0,1,0,-0.4209634280537495,11.055245585413324,-0.39062564950548484,10.85
VHL18062,54,1104,2010,2,129000.0,1,0,0,0,0,1,0.3046077213023591,11.76756768334381,0.5783195244439442,4.5
VHL15024,37,1323,2010,18,52352.0,1,0,0,0,1,0,-0.5415478885241455,10.865745419962419,-0.6064679816127484,2.65
VHL12490,29,1046,2018,2,33000.0,0,0,1,0,1,0,-0.7551842960150456,10.404262840448617,-1.0703774491514506,18.8
VHL11773,29,1054,2018,9,44227.0,0,0,1,0,1,0,-0.6312438274898112,10.697090741295439,-0.7856912919369123,23.5
VHL18930,37,173,2008,3,38235.0,1,0,0,0,1,0,-0.6973925125707059,10.551506605478325,-0.9312612995030328,1.65
VHL19059,53,1293,2011,9,75000.0,1,0,0,0,1,0,-0.2915252884386811,11.225243392518447,-0.18305070303015777,9.2
VHL10898,53,407,2012,18,99934.25974025975,0,1,0,0,1,0,-0.016263523538201655,11.512267846188987,0.19996642716431118,4.5
VHL18159,28,1105,2016,9,60559.82010582011,1,0,0,0,1,0,-0.4509376569853387,11.011386917595361,-0.4419986119083632,15.7
VHL10537,34,1117,2018,3,41800.44,0,0,1,0,1,0,-0.6580318370475374,10.640662144773236,-0.8430902098691755,59.0
VHL11866,7,514,2019,2,12012.0,1,0,0,0,1,0,-0.9868813258010632,9.39366142910322,-1.8382453098064488,48.0
VHL15507,29,480,2004,10,183420.56953642383,0,1,0,0,1,0,0.9053836085166165,12.119536989202564,1.1652205692105644,3.2
VHL15431,26,838,2010,22,60214.0,0,0,1,0,0,1,-0.45475533810592217,11.005660162398994,-0.4486423718796322,1.91
VHL17975,29,764,2017,2,32995.0,0,0,1,0,1,0,-0.7552394935159475,10.404111313817522,-1.070516565774199,62.0
VHL14092,17,121,2008,18,121487.4181459566,1,0,0,0,0,1,0.2216725725694551,11.70756598204635,0.48600663384708825,2.0
VHL10926,53,407,2013,22,45000.0,1,0,0,0,1,0,-0.62271029385037,10.714417768752456,-0.7678131880315625,4.0
VHL14673,34,846,2007,2,83000.0,0,0,1,0,1,0,-0.203209286995564,11.326595886778735,-0.05263544326818436,5.1
VHL10380,8,906,2006,8,157197.0,0,0,1,0,1,0,0.6158885078888056,11.965255074825677,0.8980899874397243,1.13
VHL13142,17,371,2007,3,355311.0,0,0,1,0,0,1,2.802968046626517,12.780748741282197,2.5093149409731756,1.69
VHL13233,2,839,2004,2,64000.0,1,0,0,0,0,1,-0.412959790422967,11.06663836234181,-0.3771376051911804,1.6
VHL17469,53,801,2001,9,80000.0,1,0,0,0,0,1,-0.2363277875367329,11.289781913656018,-0.10059866373460233,3.0
VHL16120,17,290,2007,10,143050.0,1,0,0,0,0,1,0.4597126988368334,11.870949498478256,0.7424911470175568,3.15
VHL19311,29,777,2014,9,76863.12406015038,0,0,1,0,1,0,-0.27095733004056266,11.24978150940457,-0.15194420959697513,26.0
VHL14271,34,1119,2015,2,92000.0,0,0,1,0,1,0,-0.1038537853720573,11.429543856031177,0.08517702841704972,24.0
VHL12117,8,370,2021,3,8676.141025641025,1,0,0,1,0,0,-1.0237075415502535,9.068332126498964,-2.0280190513151566,140.0
VHL13478,53,1159,2007,9,143493.8402366864,0,0,1,0,1,0,0.46461247320979715,11.874047388080616,0.7475127553775808,4.0
VHL14893,37,1098,2008,17,95000.0,1,0,0,0,0,1,-0.07073528483088842,11.461632170582678,0.129267466861512,2.6
VHL10161,24,649,2008,9,78000.0,1,0,0,0,1,0,-0.25840678789751215,11.26446410567173,-0.1331895586426272,3.8
VHL18962,53,659,2017,9,70453.0,0,1,0,0,1,0,-0.3417218957589127,11.162701099812656,-0.26101066232574627,16.5
VHL15151,54,925,2007,3,143493.8402366864,1,0,0,0,0,1,0.46461247320979715,11.874047388080616,0.7475127553775808,2.7
VHL15187,29,1030,2006,22,65000.0,1,0,0,0,1,0,-0.40192029024257736,11.082142548877775,-0.35868617867177016,5.5
VHL19544,29,473,2007,18,65060.0,0,0,1,0,1,0,-0.401257920231754,11.083065200027342,-0.35758464222193204,4.16
VHL10687,53,407,2004,9,120406.0,1,0,0,0,0,1,0.20973425675209056,11.698624644502233,0.47243301749587,2.0
VHL10433,53,711,2016,2,100367.0,1,0,0,0,1,0,-0.01148628736273726,11.516588746951962,0.206063818905393,21.0
VHL16466,53,193,2004,18,97789.0,0,0,1,0,0,1,-0.039946118827781735,11.490567375259557,0.16949782494363388,1.58
VHL12502,34,466,2011,22,94903.33950617284,1,0,0,0,0,1,-0.07180236836992994,11.46061417371726,0.12786027506105396,4.4
VHL14963,34,593,2010,2,85000.0,1,0,0,0,0,1,-0.18113028663478473,11.350406535472453,-0.021247594738600578,4.85
VHL14905,34,234,2012,2,69000.0,1,0,0,0,0,1,-0.35776228952101885,11.141861783579396,-0.2865707186695786,5.5
VHL17763,53,1242,2012,2,63000.0,0,0,1,0,1,0,-0.4239992906033566,11.05089000537367,-0.39576657248752284,6.0
VHL11839,53,40,2007,9,89520.0,0,0,1,0,1,0,-0.1312317458194236,11.402217342985807,0.04805891819104942,5.5
VHL13602,0,860,2010,2,76000.0,0,0,1,0,1,0,-0.2804857882582914,11.238488619268468,-0.1662966975241771,5.2
VHL14824,53,1254,2009,2,76434.0,0,0,1,0,1,0,-0.2756946451800023,11.244182902337842,-0.15906749823071556,8.6
VHL12411,53,409,2004,17,183420.56953642383,1,0,0,0,0,1,0.9053836085166165,12.119536989202564,1.1652205692105644,1.9
VHL19533,29,481,2009,22,113781.62318840579,0,0,1,1,0,0,0.13660444774552744,11.642036304228593,0.3876089068614591,4.7
VHL13299,53,317,2004,2,183420.56953642383,1,0,0,0,0,1,0.9053836085166165,12.119536989202564,1.1652205692105644,1.25
VHL18874,53,317,2013,9,125478.0,0,0,1,0,0,1,0.2657266016670268,11.739885723382564,0.5354641681594913,4.05
VHL13193,17,121,2007,9,143493.8402366864,1,0,0,0,0,1,0.46461247320979715,11.874047388080616,0.7475127553775808,1.6
VHL17774,34,252,2009,22,113781.62318840579,0,0,1,0,1,0,0.13660444774552744,11.642036304228593,0.3876089068614591,5.3
VHL11358,29,1047,2018,8,41800.44,1,0,0,0,1,0,-0.6580318370475374,10.640662144773236,-0.8430902098691755,19.0
VHL17532,53,563,2014,22,141998.0,1,0,0,0,0,1,0.4480991446470635,11.863568251977169,0.7305505584608571,9.0
VHL17124,29,1030,2018,2,41800.44,1,0,0,0,0,1,-0.6580318370475374,10.640662144773236,-0.8430902098691755,21.0
VHL19512,24,835,2006,9,144341.046692607,1,0,0,0,1,0,0.47396520903275974,11.879934158176853,0.7570716879941132,2.5
VHL16711,29,481,2008,9,99000.0,1,0,0,0,0,1,-0.02657728410932989,11.502875129116727,0.18674713173359492,3.44
VHL19803,53,703,2009,1,195632.0,0,1,0,0,0,1,1.040191697322081,12.183990622383972,1.281631072100371,8.9
VHL18429,29,481,2008,9,121487.4181459566,0,0,1,0,1,0,0.2216725725694551,11.70756598204635,0.48600663384708825,4.3
VHL14979,53,1259,2006,3,99552.0,0,0,1,0,1,0,-0.02048348000975481,11.508435399697364,0.19456684157476686,7.8
VHL16302,34,595,2013,2,78000.0,0,0,1,0,1,0,-0.25840678789751215,11.26446410567173,-0.1331895586426272,11.0
VHL18344,53,1244,2008,22,145000.0,0,0,1,0,1,0,0.4812397241885932,11.884489021402711,0.7644828357778072,6.0
VHL13533,53,659,2017,9,48387.0,0,0,1,0,1,0,-0.5853195067393904,10.786986461585292,-0.6916197012619277,18.0
VHL18650,34,842,2015,22,67361.31967213115,0,0,1,0,1,0,-0.3758525012961279,11.117826240056415,-0.3157960856466982,13.5
VHL15121,3,858,2010,2,53000.0,1,0,0,0,1,0,-0.534394292407253,10.87804719253426,-0.5929316692588656,9.0
VHL13827,53,1166,2005,9,155874.0,0,0,1,0,0,1,0.6012832491501501,11.956803267564807,0.8839120678566498,2.36
VHL16635,0,860,2008,2,70000.0,0,0,1,0,1,0,-0.3467227893406292,11.156250521031495,-0.26894454265893253,3.9
VHL10516,33,85,2007,2,330873.0,0,1,0,0,0,1,2.533184741218155,12.709489894932366,2.3473746750048052,1.35
VHL12227,39,78,2016,18,65000.0,1,0,0,0,1,0,-0.40192029024257736,11.082142548877775,-0.35868617867177016,8.9
VHL10601,17,949,2007,8,75854.0,0,0,1,0,1,0,-0.2820975552846283,11.236565719048693,-0.16873432550607792,2.9
VHL16246,19,1150,2011,2,120000.0,1,0,0,0,1,0,0.20525221967885238,11.695247021764184,0.46731774990237823,4.9
VHL19948,29,1044,2015,22,85000.0,0,0,1,0,1,0,-0.18113028663478473,11.350406535472453,-0.021247594738600578,13.0
VHL18359,34,252,2015,2,67361.31967213115,1,0,0,0,1,0,-0.3758525012961279,11.117826240056415,-0.3157960856466982,12.5
VHL19847,29,729,2008,22,121487.4181459566,0,1,0,0,1,0,0.2216725725694551,11.70756598204635,0.48600663384708825,4.1
VHL14218,29,478,2005,2,159236.51184834124,0,0,1,0,1,0,0.6384036993064754,11.978145871877734,0.9198038588109355,3.2
VHL13621,29,623,2019,2,52854.0,0,0,1,0,1,0,-0.5360060594335898,10.87528867433785,-0.5959726274847377,28.5
VHL18303,29,1037,2005,18,89543.0,0,0,1,0,1,0,-0.13097783731527463,11.40247423581265,0.04840603512669767,5.15
VHL12838,17,121,2013,9,50000.0,1,0,0,0,0,1,-0.5675127929484218,10.819778284410283,-0.656481415121105,4.3
VHL11510,53,317,2007,18,125084.0,0,0,1,0,0,1,0.2613770385959533,11.736740790593542,0.5306243848013458,2.7
VHL18596,53,420,2009,9,207347.0,0,0,1,0,1,0,1.1695194419353456,12.24214899727953,1.389194127270628,3.99
VHL15130,17,951,2007,18,99000.0,1,0,0,0,1,0,-0.02657728410932989,11.502875129116727,0.18674713173359492,3.2
VHL15576,34,593,2010,22,226924.0,0,0,1,0,1,0,1.3856397369668334,12.332370438642803,1.5609248797847672,6.39
VHL12352,53,685,2008,2,148000.0,1,0,0,0,0,1,0.5143582247297621,11.904967552746252,0.7979650847227534,3.9
VHL19242,34,601,2017,18,40000.0,0,0,1,0,1,0,-0.6779077947523182,10.596634733096073,-0.8870118678971208,34.8
VHL14252,53,692,2017,9,48387.0,0,0,1,0,1,0,-0.5853195067393904,10.786986461585292,-0.6916197012619277,19.5
VHL11412,29,1035,2005,10,159236.51184834124,1,0,0,0,0,1,0.6384036993064754,11.978145871877734,0.9198038588109355,2.9
VHL16132,29,481,2009,18,147631.0,0,1,0,0,1,0,0.5102846491631983,11.902471196196176,0.7938693379289161,5.95
VHL19472,29,1047,2017,3,20000.0,0,0,1,0,1,0,-0.8986977983601108,9.903487552536127,-1.488327779360632,21.0
VHL15024,53,1192,2004,9,387265.0,1,0,0,0,1,0,3.155724235390687,12.866864492196475,2.7110752541564125,3.71
VHL19091,53,407,2006,9,89000.0,1,0,0,0,0,1,-0.13697228591322622,11.396391648714276,0.04019642588623878,2.1
VHL18794,34,593,2014,2,24153.0,1,0,0,0,1,0,-0.8528507541109527,10.09216387496809,-1.3402884704451048,10.2
VHL18551,29,1040,2010,9,108974.3137254902,1,0,0,0,0,1,0.08353415406248191,11.598867479545953,0.3241383659865773,7.5
